standard_code,title,scope_excerpt,standard_kind,canonical_product,product_aliases,product_confidence,review_status,review_notes
IS 14695: 1999,GLASS FIBRE BASE COAL,Covers the requirement for glass fibre base coal tar pitch outerwrap used for corrosion protection of buried mild steel pipelines.,test_method,,,high,needs_review,
IS 14735: 1999,UNPLASTICIZED POLYVINYL CHLORIDE (UPVC),Requirements for Unplasticized Polyvinyl chloride (upvc) injection moulded fittings for jointing with solvent cement or elastomeric sealing ring to the,material_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,high,needs_review,
IS 14753: 1999,POLYMETHYL METHACRYLATE (PMMA),"Requirements, methods of sampling and tests for polymethyl methacrylate (acrylic) sheets.",product_standard,adhesive,adhesive; adhesives,low,needs_review,
IS 14772: 2000,GENERAL REQUIREMENTS FOR ENCLOSURES,"This standard applies to enclosures or parts of enclosures or parts for accessories with a rated voltage not exceeding 440 V intended for household or similar fixed electrical installatinos, either indoors or outdoors...",installation,,,medium,needs_review,
IS 1478: 1992,CLAY FLOORING  TILES,"Requirements for dimensions, quality and strength for clay flooring tiles.",product_standard,tile,clay roofing country tile; flooring tile; hollow clay tile; lining tile; ridge tile; roofing tile; terracing tile; tile; tiles,high,needs_review,
IS 14842: 2000,COIR VENEER BOARD FOR,Covers the method of manufacture and the requirement of coir veneer board (coconut fibre with veneer) for general purposes.,product_standard,board,bamboo mat board; board; boards; coir board; fiber board; fibre board; fibre boards; particle board; plywood; veneered decorative plywood,high,needs_review,
IS 14846: 2000,SLUICE VALVES  FOR WATER WORKS  PURPOSES,Requirements for non-rising stem type sluice valves from 50 to 1 200 mm sizes used for water supply up to 45º C and having double flanged ends for connections.,product_standard,valve,air relief valve; check valve; non return valve; non-return valve; pressure reducing valve; reflux valve; sluice valve; stop valve; valve; valves,high,needs_review,
IS 14856: 2000,GLASS FIBRE REINFORCED PLASTIC (GRP),"Requirements regarding types, sizes, material, construction, workmanship, finish, performance requirements and sampling of fibre glass reinforced plastic door shutters for use in residential and industrial building.",material_standard,glass,glass; glass fiber; glass fibre; glass fibre reinforced,high,needs_review,
IS 14862: 2000,FIBRE CEMENT FLAT SHEETS,"1.1 This standard covers the characteristics and establishes methods of control and test as well as acceptance conditions for fibre cement flat sheets. It covers sheets intended for external applications, such as clad...",material_standard,cement,cement; lime pozzolana mixture; lime-pozzolana concrete; masonry cement; ordinary portland cement; portland cement; pozzolana cement; slag cement; white cement,high,needs_review,
IS 14871: 2000,PRODUCTS IN FIBRE REINFORCED,1.1 This standard covers the requirement for straight fibre cement profiled sheets of more than 0.9 m length and their fittings used as roofing and cladding materials. It also specifies tests for checking these charac...,material_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,low,needs_review,
IS 1489 (Part 1): 1991,PORTLAND POZZOLANA CEMENT,"Covers the manufacture, physical and chemical requirements of Portland pozzolana cement using only fly ash pozzolana.",material_standard,cement,cement; lime pozzolana mixture; lime-pozzolana concrete; masonry cement; ordinary portland cement; portland cement; pozzolana cement; slag cement; white cement,high,needs_review,
IS 1489 (Part 2): 1991,PORTLAND POZZOLANA CEMENT,"Manufacture, Physical and Chemical requriements of Portland- pozzolana cement manufactured by using calcined clay pozzolana or a mixture of calcined clay and fly ash pozzolana.",material_standard,cement,cement; lime pozzolana mixture; lime-pozzolana concrete; masonry cement; ordinary portland cement; portland cement; pozzolana cement; slag cement; white cement,high,needs_review,
IS 14912: 2001,DOOR CLOSERS - CONCEALED TYPE,"Requirement for concealed type hydraulically operated door closers, fixed in concealed position within the thickness of the panel on vertical, hinge type doors opening to one side only and not weiging more than 80 kg....",other,door,door; door frame; door frames; doors; shutter; shutters,high,needs_review,
IS 1536: 2001,CENTRIFUGALLY CAST (SPUN) IRON PRESSURE,"1.1 Requirements for centrifugally cast (spun iron pipes for pressure main lines for water,gas and sewage, maufactured in metal (lined or unlined) or sand lined moulds. 1.2 This standard is applicable to cast iron pip...",product_standard,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,high,needs_review,
IS 1537: 1976,VERTICALLY CAST IRON PRESSURE PIPES,1.1 Requriements for cast iron pipes for pressure main lines of water gas and sewage manufactured by vertical casing in sand moulds. 1.2 Applicable to pipes with sockets (for lead joints) or flanges. Standard may also...,other,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,high,needs_review,
IS 15380: 2003,MOULDED RAISED HIGH DENSITY FIBRE (HDF),"This standard lays down requirements regarding types, sizes, material, construction, workmanship and finish and tests for high density fibre (HDF) panel doors.",material_standard,door,door; door frame; door frames; doors; shutter; shutters,high,needs_review,
IS 1538: 1993,CAST IRON FITTINGS FOR PRESSURE PIPES,"1.1 General requirements for cast iron fittings for pressure pipes for water, gas and sewage. 1.2 Applicable to all cast iron fittings having spigots, sockets or flanges as specified in this standard and also to fitti...",product_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,high,needs_review,
IS 1542: 1992,SAND FOR  PLASTER,"Requirements of naturally occurring sands and crushed gravel sands used in mortars for internal wall and ceiling plastering, and external plastering using mixes of lime, cement, composite lime-cement, activated lime p...",material_standard,cement,cement; lime pozzolana mixture; lime-pozzolana concrete; masonry cement; ordinary portland cement; portland cement; pozzolana cement; slag cement; white cement,high,needs_review,
IS 15476: 2004,BAMBOO MAT CORRUGATED SHEETS,"This standard covers the requirement of bamboo mat corrugated sheets (BMCS) for roofs of industrial, residential, agricultural, commercial and institutional types of buildings.",product_standard,roofing_sheet,corrugated sheet; corrugated sheets; roofing sheet; roofing sheets,high,needs_review,
IS 15491: 2004,MEDIUM DENSITY COIRBOARDS FOR,1.1 This standard covers the requirement of medium density coirboards for general puroses having density in the range of 500-900 kg/m3. 1.2 This standard does not cover veneered or laminated or other specially treated...,product_standard,board,bamboo mat board; board; boards; coir board; fiber board; fibre board; fibre boards; particle board; plywood; veneered decorative plywood,high,needs_review,
IS 1554 (Part 1): 1988,PVC INSULATED (HEAVY DUTY),"Requirements and tests for armoured and unarmoured single-core, twin-core, three-core and multi- core PVC insulated and sheathed cables for electric supply and control purposes. 1.2 This standard also covers cables wi...",product_standard,thermal_insulation,calcium silicate insulation; expanded polystyrene; fibrous pipe insulation; insulation; mineral wool; rock wool; slag wool; thermal insulating; thermal insulation,high,needs_review,
IS 1566: 1982,HARD - DRAWN  STEEL WIRE FABRIC FOR CON-,Requirements for hard-drawn steel wire fabric consisting of hard-drawn steel with cross wires electrically welded to them for use as concrete reinforcement,material_standard,wire_fabric,steel wire fabric; wire fabric,high,needs_review,
IS 1580: 1991,BITUMINOUS COMPOUNDS FOR,"Requirements and methods of sampling and tests for bituminous compound, applied cold and used for stopping leaks through cracks of roofs, floors, walls, etc; as sealant for plate joints of wagons, coaches and buses; a...",material_standard,waterproofing_membrane,bitumen felt; bitumen felts; water-proofing; waterproofing,high,needs_review,
IS 1592: 2003,ASBESTOS CEMENT PRESSURE PIPES,"Requirements relating to plain ended asbestos cement pipes and joints intended for use under pressure; it defines certain conditions of manufacture, classification, characteristics and acceptance tests applicable to t...",material_standard,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,high,needs_review,
IS 1626 (Part 1): 1994,ASBESTOS CEMENT BUILDING,"Requirements of socketed asbestos cement building and sanitary pipes and pipe fittings of diameter 50 to 150 mm for use as rain water pipes, soil, waste and ventilating pipes. 1.1 The followings pipes and pipe fitting...",material_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,high,needs_review,
IS 1626 (Part 2): 1994,ASBESTOS CEMENT BUILDING,Requirments of asbestos cement gutters and gutter fittings used in buildings.,material_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,high,needs_review,
IS 1626: 1984,ASBESTOS CEMENT BUILDING,"Requirements of asbestos cement roofing fittings, to be used in conjunction with corrugated and semi-corugated asbestos cement sheets conforming to IS 459:1992* 1.1 The following roofing fittings are covered in this s...",material_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,high,needs_review,
IS 1658: 1977,FIBRE HARD BOARDS,"Requirements of fibre hardboards for general purposes. This standard does not cover requirements of insulation boards, wood particle boards (chip boards), and similar boards.",product_standard,board,bamboo mat board; board; boards; coir board; fiber board; fibre board; fibre boards; particle board; plywood; veneered decorative plywood,high,needs_review,
IS 1659: 2004,BLOCK BOARDS,Essential requirements of commercial and decorative blockboards meant for interior and exterior uses.,product_standard,board,bamboo mat board; board; boards; coir board; fiber board; fibre board; fibre boards; particle board; plywood; veneered decorative plywood,high,needs_review,
IS 1700: 1973,DRINKING FOUNTAINS,"Covers the material, construction, essential hygienic and performance requirements and finish of drinking fountains used in schools, parks and other public places.",material_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,low,needs_review,
IS 1701: 1960,MIXING  VALVES FOR ABLUTIONARY AND,"Requirements regarding sizes, material, manufacture, workmanship and testing of mixing valves for ablutionary and domestic purposes.",material_standard,valve,air relief valve; check valve; non return valve; non-return valve; pressure reducing valve; reflux valve; sluice valve; stop valve; valve; valves,high,needs_review,
IS 1703: 2000,WATER FITTINGS  COPPER ALLOY FLOAT,"Requirements regarding sizes,materials, manufacture and workmanship, and testing of float valves (horizontal plunger type ) for water supply purposes.",material_standard,valve,air relief valve; check valve; non return valve; non-return valve; pressure reducing valve; reflux valve; sluice valve; stop valve; valve; valves,high,needs_review,
IS 1711: 1984,SELF–CLOSING TAPS FOR,Requirements for self-closing taps with or without stuffing box.,product_standard,washer,plain washer; washer; washers,low,needs_review,
IS 1726: 1991,CAST IRON MANHOLE COVERS AND FRAMES,"Lays down basic and performance requirements for manhole covers and frames in cast- iron, intended for use in drainage and water works.",product_standard,coating,coating; coatings; epoxy coating; water repellent,low,needs_review,
IS 1730: 1989,"STEEL  PLATES SHEETS STRIPS AND FLATS, FOR","Specifies nominal dimensions, nominal mass and surface area (for sheets) of hot-rolled steel plates, sheets, strips and flats for structural and general engineering purposes.",material_standard,flats_structural_engineering_purposes,,medium,needs_review,
IS 1732: 1989,"STEEL BARS, ROUND AND SQUARE FOR","Specifies dimensions, sectional areas and mass of hot-rolled round and square steel bars for structural and general engineering purposes. This standard does not cover bars for rivets and threaded components.",material_standard,rivet,rivet; rivet bar; rivet bars; rivets,high,needs_review,
IS 1785 (Part 2): 1983,PLAIN HARD- DRAWNSTEEL WIRE,Requirements for manufacture supply and testing of plain ‘as-drawn’ steel wire for use in prestressed concrete pipes and similar other purposes.,material_standard,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,high,needs_review,
IS 1785 (Part I): 1983,PLAIN HARD-DRAWN STEEL WIRE FOR,"Requirements for the manufacture, supply and testing of plain, cold drawn, stress-relieved steel wire for use in prestressed concrete.",material_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,low,needs_review,
IS 1786: 1985,PLAIN HIGH STRENGTH DEFORMED STEEL BARS,"Requirements of deformed steel bars and wires for use as reinforcement in concrete, in the following three strength grades. a) Fe 415, b) Fe 500 and c) Fe 550 Note — The figures following the symbol Fe indicates the s...",material_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,low,needs_review,
IS 1795: 1982,PILLAR TAPS FOR WATER SUPPLY PURPOSES,"Requirements regarding material, manufacture and workmanship, construction, finish and testiang of pillar taps.",material_standard,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,low,needs_review,
IS 1823: 1980,FLOOR DOOR STOPPERS,"Requirements for floor door stopper suitable for use with door shutters of 30, 35, 40, and 45 mm thickness.",product_standard,door,door; door frame; door frames; doors; shutter; shutters,high,needs_review,
IS 1826: 1961,VENETIAN BLINDS FOR WINDOWS,"Covers material, constructional details, sizes and requirements of open head custom made Venetian blinds made of either wood or metal slats.",material_standard,window,ventilator; ventilators; window; windows,high,needs_review,
IS 1834: 1984,HOT APPLIED SEALING COMPOUNDS,"Specifies hot applied sealing compounds intended for use in sealing joints in concrete roads, runways, bridges and other structures. The material covered by this standard is suitable only for longitudinal and transver...",material_standard,sealant,polysulphide; sealant; sealants; sealing compound,low,needs_review,
IS 1838 (Part 2): 1984,PREFORMED  FILLERS FOR  EXPANSION,"Specifies the materials, manufacture, properties and tests for CNSL aldehyde resin and coconut pith based fillers for expansion joints in concrete roads, runways, bridges and other structures.",material_standard,paint,filler; paint; paints,low,needs_review,
IS 1863: 1979,ROLLED  STEEL BULB FLATS,"Specifies dimenions, sectional properties and dimensional tolerances of hot-rolled steel bulb flats",material_standard,rolled_steel_bulb_flats,,medium,needs_review,
IS 1879: 1987,MALLEABLE CAST IRON PIPE FITTINGS,,other,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,high,needs_review,
IS 190: 1991,CONIFEROUS SAWN TIMBER,Covers the requirements of coniferous sawn timber (baulks and scantling),material_standard,timber,sawn timber; timber; timbers; wooden sleeper; wooden sleepers,high,needs_review,
IS 1929: 1982,HOT FORGED STEEL RIVETS FOR HOT CLOSING,"Requirements of hot forged solid mild steel and high tensile steel rivets (snap head, flat countersunk head and flat head rivets) for hot closing in the diameter range 12 to 36 mm intended for general engineering purp...",material_standard,rivet,rivet; rivet bar; rivet bars; rivets,high,needs_review,
IS 1948: 1961,"ALUMINIUM DOORS, WINDOWS AND","Requirements regarding material, fabrication and dimensions of aluminium doors, windows and ventilators, manufactured from extruded aluminium alloy sections of standard sizes and designs, complete with fittings, ready...",material_standard,window,ventilator; ventilators; window; windows,high,needs_review,
IS 1949: 1961,ALUMINIUM WINDOWS FOR,Deals with aluminium windows suitable for use in industrial buildings and designed to suit openings based on a module of 10 cm.,other,window,ventilator; ventilators; window; windows,high,needs_review,
IS 1977: 1996,LOW TENSILE STRUCTURAL  STEEL,"Requirements of low carbon steel plates, sections, flats, bars, etc. for general structural purposes in the tensile range of 290 to 470 MPa. 1.1 The steels are equally suitable for bolted and riveted structures and fo...",material_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,low,needs_review,
IS 2002: 1979,"SAND CAST IRON SPIGOT AND SOCKET SOIL,","1.1 Requirements for sand cast iron spigot and socket soil, waste and ventilating pipes together with details of fittings and accessories. These pipes and fittings are accessories. These pipes and fittings are sutiabl...",product_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,high,needs_review,
IS 2016: 1967,PLAIN WASHERS,"Requirements for plain washers of the following types : a) Machined washers, for precision and semi- precision grade of general purpose bolts and screws, in diameter range 1.7 to 155 mm. b) Punched washers, Type A, fo...",product_standard,washer,plain washer; washer; washers,high,needs_review,
IS 2036: 1995,PHENOLIC LAMINATED SHEETS,"1.1 Requirements and the methods of sampling and test for phenolic resin bonded laminated sheets of one class in which the mechanical properties in directions A and B are of the same order, with asbestos, woven cotton...",material_standard,thermal_insulation,calcium silicate insulation; expanded polystyrene; fibrous pipe insulation; insulation; mineral wool; rock wool; slag wool; thermal insulating; thermal insulation,low,needs_review,
IS 204 (Part 1): 1991,TOWER BOLTS,Requirements for tower bolts made of ferrous metals.,product_standard,bolt,bolt; bolts; hexagon head bolt; structural bolt,high,needs_review,
IS 204 (Part 2): 1992,TOWER BOLTS,Requirements for tower bolts made of non- ferrous metals.,product_standard,bolt,bolt; bolts; hexagon head bolt; structural bolt,high,needs_review,
IS 2046: 1995,DECORATIVE THERMOSETTING SYNTHETIC,Requirements and the methods of sampling and test for decorative laminated sheets (HPL) classified according to their performance and main recommended fields of application and provides also for materials of special c...,material_standard,glass,glass; glass fiber; glass fibre; glass fibre reinforced,low,needs_review,
IS 205: 1992,NON  FERROUS METAL BUTT HINGES,Requirements for butt hinges made from non-ferrous metals.,product_standard,hinge,butt hinge; butt hinges; hinge; hinges,high,needs_review,
IS 2062: 1999,STEEL FOR GENERAL STRUCTURAL PURPOSES,"Requirements of steel plates, strips, sections, flats, bars, etc, for use in structural work. 1.1 The steels are suitable for welded, bolted and riveted’ structures, and for general engineering purposes. 1.2 Where wel...",material_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,low,needs_review,
IS 206: 1992,TEE AND STRAP HINGES,Requirements for mild steel Tee and strap hinges that are commonly used in generall building construction.,material_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,low,needs_review,
IS 207: 1964,GATE AND SHUTTER HOOKS AND EYES,Requirements for gate and shutter hooks and eyes which are commonly used on doors and windows for keeping them in position when kept open.,product_standard,door,door; door frame; door frames; doors; shutter; shutters,high,needs_review,
IS 2086: 1993,CARRIERS AND BASES USED IN REWIRABLE TYPE,Performance requirements and tests as well as dimensions of carriers and bases used in rewirable type electric fuses having a rated current up to and including 100 A meant for alternating current systems of voltages n...,product_standard,thermal_insulation,calcium silicate insulation; expanded polystyrene; fibrous pipe insulation; insulation; mineral wool; rock wool; slag wool; thermal insulating; thermal insulation,low,needs_review,
IS 208: 1996,DOOR HANDLES,"Requirements for materials, manufacture, dimensions and finish of door handles of the type that are commonly fixed to doors.",material_standard,door,door; door frame; door frames; doors; shutter; shutters,high,needs_review,
IS 2090: 1983,HIGH TENSILE STEEL BARS USED IN,Requirements for high tensile steel bars used in prestressed concrete.,material_standard,used_in_prestressed_concrete,,medium,needs_review,
IS 2095 (Part 1): 1996,GYPSUM PLASTER BOARDS,Requirements for gypsum plaster board intended to be used as a vertical or horizontal lining in building. It includes boards manufactured to receive either direct surface decoration or gypsum plaster finishes.,product_standard,board,bamboo mat board; board; boards; coir board; fiber board; fibre board; fibre boards; particle board; plywood; veneered decorative plywood,high,needs_review,
IS 2095 (Part 3): 1996,GYPSUM PLASTER BOARDS,"Covers the method of manufacture, tests and sampling of fibrous gypsum plaster boards and glass fibre reinforced gypsum (GRG) boards for use as a linning material for ceiling, dry surfacing material for walls, door pa...",material_standard,board,bamboo mat board; board; boards; coir board; fiber board; fibre board; fibre boards; particle board; plywood; veneered decorative plywood,low,needs_review,
IS 2096: 1992,ASBESTOS CEMENT FLAT SHEETS,"Requirements regarding, composition, dimension and tests of asbestos cement flat sheets (semi- compressed and fully compressed). These sheets are different from autoclaved silica asbestos cement flat sheets which are...",material_standard,cement,cement; lime pozzolana mixture; lime-pozzolana concrete; masonry cement; ordinary portland cement; portland cement; pozzolana cement; slag cement; white cement,high,needs_review,
IS 2098: 1997,ASBESTOS CEMENT BUILDING BOARDS,"Requirements regarding composition, dimensions, and test of asbestos cement building boards. Asbestos cement flat sheets and silica asbestos cement flat sheets which are different, are not covered in this standard.",material_standard,board,bamboo mat board; board; boards; coir board; fiber board; fibre board; fibre boards; particle board; plywood; veneered decorative plywood,low,needs_review,
IS 2104: 1981,. WATER METER BOXES (DOMESTIC TYPE),"Requirements for materials, dimensions and construction of boxes for water meters of nominal size conforming to IS 779 – 1994*.",material_standard,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,low,needs_review,
IS 2116: 1980,SAND FOR MASONRY MORTARS,"Requirements of naturally occurring sands, crushed stone sands and crushed gravel sands used in mortars for construction of masonry.",product_standard,stone,building stone; polished stone; stone; stones,high,needs_review,
IS 212: 1983,CRUDE COAL TAR FOR GENERAL USE,"Covers the requirements of crude coal tar used for general purposes, such as treatment of wooden poles and sleepers, toilet walls, fishing nets, etc.",product_standard,crude_coal_tar_use,,medium,needs_review,
IS 2140: 1978,STRANDED GALVANIZED STEEL WIRE FOR,"Requirements for galvanized strand fencing wire of 3-ply and 7-ply construction. For detailed information, refer to IS 2140 : 1978 Specifications for stranded galvanized steel wire for fencing (first revision).",material_standard,aggregate,aggregate; aggregates,low,needs_review,
IS 2155: 1982,COLD FORGED SOLID STEEL RIVETS FOR HOT,"Requirements of cold forged solid steel rivets for hot closing in the diameter range 6 to 16 mm, intended for general engineering purposes.",material_standard,rivet,rivet; rivet bar; rivet bars; rivets,high,needs_review,
IS 215: 1995,ROAD TAR,Covers two types of tar each having five grades of road tars with different viscosity ranges suitable for different types of road construction under the climatic conditions prevalling in various parts of the country.,product_standard,waterproofing_membrane,bitumen felt; bitumen felts; water-proofing; waterproofing,low,needs_review,
IS 216: 1961,COAL TAR PITCH,"Requirements for the range of four grades of coal tar pitch from soft to hard consistencies with softening points varying from 45 to 92°C intended for the production of waterproofing, protective and binding compounds...",material_standard,timber,sawn timber; timber; timbers; wooden sleeper; wooden sleepers,low,needs_review,
IS 2180: 1988,HEAVY DUTY BURNT CLAY BUILDING BRICKS,"Requirements for classification, general quality, dimensions and physical proterties of heavy duty burnt clay building bricks.",product_standard,brick,brick; bricks; building brick; building bricks; fly ash brick,high,needs_review,
IS 2185 (Part 1): 1979,CONCRETE MASONRY UNITS,Requirements for the following concrete masonry building units which are used in construction of loadbearing and partition walls: a) Hollow (open and closed cavity) load bearing concrete blocks. b) Hollow (open and cl...,material_standard,block,block; blocks; concrete block; masonry block; masonry blocks,high,needs_review,
IS 2185 (Part 2): 1983,CONCRETE MASONRY UNITS,"Covers the following lightweight concrete masonry building units which are used in the construction of load-bearing and non-load bearing walls: a) Hollow (open and closed cavity) load bearing concrete blocks, b) Hollo...",product_standard,block,block; blocks; concrete block; masonry block; masonry blocks,high,needs_review,
IS 2185 (Part 3): 1984,CONCRETE MASONRY UNITS,"Covers the requirements of autoclaved cellular (aerated) concrete blocks having density up to 1 000 kg/ m3. Note — Autoclaved means team curing of concrete products, sandlime bricks, asbestos cement products, hydrous...",material_standard,block,block; blocks; concrete block; masonry block; masonry blocks,high,needs_review,
IS 218: 1983,CREOSOTE OIL FOR USE AS WOOD,Covers materials commercially known as coal tar creosote (or creosote oil) primarily used for preservation of wood.,material_standard,use_as_wood_preservatives,,medium,needs_review,
IS 2191 (Part 1): 1983,WOODEN FLUSH DOOR SHUTTERS,"Requirements regarding types, sizes, material, construction, workmanship and finish, and tests of cellular and hollow core wooden flush door shutters with face panels of plywood or cross-band and face veneers.",material_standard,door,door; door frame; door frames; doors; shutter; shutters,high,needs_review,
IS 2191 (Part 2): 1983,WOODEN FLUSH DOOR SHUTTERS,"Requirements regarding material, grade, types, sizes, construction, finishes and tests of wooden flush door shutters of cellular and hollow core type with particle board face panels (both veneered and unveneered) and...",material_standard,door,door; door frame; door frames; doors; shutter; shutters,high,needs_review,
IS 2202 (Part 1): 1999,WOODEN FLUSH DOOR SHUTTERS,"Requirements regarding types, sizes, material, consttruction, workmanship and finish, and tests, of solid core wooden flush door shutters with face panels of plywood or cross-band and face veneers.",material_standard,door,door; door frame; door frames; doors; shutter; shutters,high,needs_review,
IS 2202 (Part 2): 1983,WOODEN FLUSH DOOR SHUTTERS,"Requirements regarding material, grade, types, sizes, construction, finishes and tests of wooden flush door shutters of solid core type with particle board face panels (both veneered and unveneered) and hard- board fa...",material_standard,door,door; door frame; door frames; doors; shutter; shutters,high,needs_review,
IS 2209: 1976,MORTICE LOCKS (VERTICAL TYPE),Requirements for mortice locks (vertical type),product_standard,bolt,bolt; bolts; hexagon head bolt; structural bolt,low,needs_review,
IS 2222: 1991,BURNT CLAY PERFORATED BUILDING BRICKS,"Covers the dimensions, quality and physical requirements of perforated burnt clay bricks for use in walls and partitions.",product_standard,brick,brick; bricks; building brick; building bricks; fly ash brick,high,needs_review,
IS 2314: 1986,STEEL SHEET PILLING SECTIONS,"Stipulates dimensions and dimensional tolerances for Z-type , U-type an flat-type profile of hot rolled steel sheet piling sections. Sectional properties of these sections as calculated with the nominal dimensions are...",material_standard,steel_sheet,carbon steel sheet; carbon steel sheets; steel sheet; steel sheets,high,needs_review,
IS 2326: 1987,AUTOMATIC FLUSHING CISTERNS FOR URINALS,"Lays down the materials, nominal sizes, construction, performance requirements and finish for automatic flushing cisterns of the type used for flushing urinals.",material_standard,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,low,needs_review,
IS 2365: 1977,"STEEL WIRE SUSPENSION ROPES FOR LIFTS,","Requirements of steel wire ropes for use with lifts, elevators and hoists having cars or platforms carrying passengers or goods and working in guides. Does not apply to ropes used for winding purposes in mines. Follow...",material_standard,ropes_lifts_elevators_hoists,,medium,needs_review,
IS 2372: 2004,TIMBER FOR COOLING TOWERS,"Covers the species, grades, requirements and treatments for timber used in the construction of cooling towers.",material_standard,timber,sawn timber; timber; timbers; wooden sleeper; wooden sleepers,high,needs_review,
IS 2373: 1981,WATER METERS (BULK TYPE),Covers bulk type water meters of the following types : a) Vane-wheel (impeller) type water meters from 50 to 300 mm ; and b) Helical type water meters from 50 to 500 mm,product_standard,latch,latch; latches; rim latch; rim latches,low,needs_review,
IS 2412: 1975,LINK CLIPS FOR ELECTRICAL WIRING,Requirements and tests for link clips (both joint link clips and link clips with separate linking eyes) for general wiring purpose.,product_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,low,needs_review,
IS 2501: 1995,SOLID DRAWN COPPER TUBES,1.1 Requirements of solid drawn (seamless)copper tubes for general engineering purposes.,product_standard,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,high,needs_review,
IS 2508: 1984,LOW DENSITY POLYTHYLENE FILMS,"1.1 Requirements and methods of sampling and test for natural and black colour (carbon black pigment) low density polyethylene films intended for packaging, canal lining, agricultural operations and post harvest uses,...",material_standard,low_density_polythylene_films,,medium,needs_review,
IS 2525: 1982,DIMENSION FOR WROUGHT ALUMINIUM AND,Lays down dimensions and tolerances for wrought aluminium alloys in the form of wire.,other,aluminium_aluminium_alloys_wire,,medium,needs_review,
IS 2547 (Part 1): 1976,GYPSUM BUILDING PLASTERS,"Covers the classification and chemical and physical requirements for gypsum building plasters which possess a definite set due to hydration of calcium sulphate, anhydrous or hemihydrate, to form gypsum and are used in...",product_standard,board,bamboo mat board; board; boards; coir board; fiber board; fibre board; fibre boards; particle board; plywood; veneered decorative plywood,low,needs_review,
IS 2547 (Part 2): 1976,GYPSUM BUILDING PLASTER,Requirements for premixed lightweight plaster consisting esentially of gypsum plaster and lightweight aggregate used in general building operations.,product_standard,aggregate,aggregate; aggregates,high,needs_review,
IS 2548 (Part 1): 1996,PLASTIC SEATS AND COVERS FOR,Requirements for thermoplastic seats and covers for water-closets.,product_standard,bolt,bolt; bolts; hexagon head bolt; structural bolt,low,needs_review,
