query_id,query,positive_standard,positive_title,specificity,style,hard_negative_codes,review_status,review_notes
rq_is_3951_part_2_1975_08,Purchase requirement for structural hollow clay tiles covering floor and roof structural tile work,IS 3951 (Part 2): 1975,HOLLOW CLAY TILES FOR,general_but_sufficient,procurement,IS 3951 (Part 1): 1975;IS 1478: 1992;IS 1464: 1992;IS 654: 1992,pending,
rq_is_3951_part_2_1975_09,"Find the standard that covers structural hollow clay tiles, structural hollow clay tile requirements",IS 3951 (Part 2): 1975,HOLLOW CLAY TILES FOR,specific,technical_natural,IS 3951 (Part 1): 1975;IS 1478: 1992;IS 1464: 1992;IS 654: 1992,pending,
rq_is_3951_part_2_1975_10,Need compliant structural hollow clay tiles for floor and roof structural tile work,IS 3951 (Part 2): 1975,HOLLOW CLAY TILES FOR,general_but_sufficient,general_natural,IS 3951 (Part 1): 1975;IS 1478: 1992;IS 1464: 1992;IS 654: 1992,pending,
rq_is_3951_part_2_1975_11,Which IS should I use for structural hollow clay tiles when the job is floor and roof structural tile work?,IS 3951 (Part 2): 1975,HOLLOW CLAY TILES FOR,specific,conversational,IS 3951 (Part 1): 1975;IS 1478: 1992;IS 1464: 1992;IS 654: 1992,pending,
rq_is_3951_part_2_1975_12,Standard selection for floor and roof structural tile work: structural hollow clay tiles with structural hollow clay tile requirements,IS 3951 (Part 2): 1975,HOLLOW CLAY TILES FOR,specific,use_case,IS 3951 (Part 1): 1975;IS 1478: 1992;IS 1464: 1992;IS 654: 1992,pending,
rq_is_13317_1992_01,Require hand-made country clay roofing tiles for country-style roof covering where the distinguishing feature is half-round or flat country roofing tile form,IS 13317: 1992,"CLAY ROOFING COUNTRY TILES,",specific,formal,IS 654: 1992;IS 1478: 1992;IS 2690 (Part 2): 1992;IS 2690 (Part 1): 1993,pending,
rq_is_13317_1992_02,Procure hand-made country clay roofing tiles for country-style roof covering; material or form should be clay,IS 13317: 1992,"CLAY ROOFING COUNTRY TILES,",specific,procurement,IS 654: 1992;IS 1478: 1992;IS 2690 (Part 2): 1992;IS 2690 (Part 1): 1993,pending,
rq_is_13317_1992_03,Need an Indian Standard for hand-made country clay roofing tiles used in country-style roof covering with half-round or flat country roofing tile form,IS 13317: 1992,"CLAY ROOFING COUNTRY TILES,",specific,technical_natural,IS 654: 1992;IS 1478: 1992;IS 2690 (Part 2): 1992;IS 2690 (Part 1): 1993,pending,
rq_is_13317_1992_04,Looking for hand-made country clay roofing tiles suited to country-style roof covering,IS 13317: 1992,"CLAY ROOFING COUNTRY TILES,",general_but_sufficient,general_natural,IS 654: 1992;IS 1478: 1992;IS 2690 (Part 2): 1992;IS 2690 (Part 1): 1993,pending,
rq_is_13317_1992_05,"We need hand-made country clay roofing tiles for country-style roof covering, especially half-round or flat country roofing tile form",IS 13317: 1992,"CLAY ROOFING COUNTRY TILES,",general_but_sufficient,conversational,IS 654: 1992;IS 1478: 1992;IS 2690 (Part 2): 1992;IS 2690 (Part 1): 1993,pending,
rq_is_13317_1992_06,Select the standard for a roof built with hand-made country clay roofing tiles,IS 13317: 1992,"CLAY ROOFING COUNTRY TILES,",specific,use_case,IS 654: 1992;IS 1478: 1992;IS 2690 (Part 2): 1992;IS 2690 (Part 1): 1993,pending,
rq_is_13317_1992_07,Specification needed for clay hand-made country clay roofing tiles in country-style roof covering,IS 13317: 1992,"CLAY ROOFING COUNTRY TILES,",specific,formal,IS 654: 1992;IS 1478: 1992;IS 2690 (Part 2): 1992;IS 2690 (Part 1): 1993,pending,
rq_is_13317_1992_08,Purchase requirement for hand-made country clay roofing tiles covering country-style roof covering,IS 13317: 1992,"CLAY ROOFING COUNTRY TILES,",general_but_sufficient,procurement,IS 654: 1992;IS 1478: 1992;IS 2690 (Part 2): 1992;IS 2690 (Part 1): 1993,pending,
rq_is_13317_1992_09,"Find the standard that covers hand-made country clay roofing tiles, half-round or flat country roofing tile form",IS 13317: 1992,"CLAY ROOFING COUNTRY TILES,",specific,technical_natural,IS 654: 1992;IS 1478: 1992;IS 2690 (Part 2): 1992;IS 2690 (Part 1): 1993,pending,
rq_is_13317_1992_10,Need compliant hand-made country clay roofing tiles for country-style roof covering,IS 13317: 1992,"CLAY ROOFING COUNTRY TILES,",general_but_sufficient,general_natural,IS 654: 1992;IS 1478: 1992;IS 2690 (Part 2): 1992;IS 2690 (Part 1): 1993,pending,
rq_is_13317_1992_11,Which IS should I use for hand-made country clay roofing tiles when the job is country-style roof covering?,IS 13317: 1992,"CLAY ROOFING COUNTRY TILES,",specific,conversational,IS 654: 1992;IS 1478: 1992;IS 2690 (Part 2): 1992;IS 2690 (Part 1): 1993,pending,
rq_is_13317_1992_12,Standard selection for country-style roof covering: hand-made country clay roofing tiles with half-round or flat country roofing tile form,IS 13317: 1992,"CLAY ROOFING COUNTRY TILES,",specific,use_case,IS 654: 1992;IS 1478: 1992;IS 2690 (Part 2): 1992;IS 2690 (Part 1): 1993,pending,
rq_is_12709_1994_01,Require GRP pressure pipes for potable water conveyance where the distinguishing feature is pressure pipe service for potable water,IS 12709: 1994,GLASS FIBRE REINFORCED PLASTICS (GRP),specific,formal,IS 14402: 1996;IS 14333: 1996;IS 13592: 1992;IS 3589: 2001,pending,
rq_is_12709_1994_02,Procure GRP pressure pipes for potable water conveyance; material or form should be glass fibre reinforced thermosetting resin,IS 12709: 1994,GLASS FIBRE REINFORCED PLASTICS (GRP),specific,procurement,IS 14402: 1996;IS 14333: 1996;IS 13592: 1992;IS 3589: 2001,pending,
rq_is_12709_1994_03,Need an Indian Standard for GRP pressure pipes used in potable water conveyance with pressure pipe service for potable water,IS 12709: 1994,GLASS FIBRE REINFORCED PLASTICS (GRP),specific,technical_natural,IS 14402: 1996;IS 14333: 1996;IS 13592: 1992;IS 3589: 2001,pending,
rq_is_12709_1994_04,Looking for GRP pressure pipes suited to potable water conveyance,IS 12709: 1994,GLASS FIBRE REINFORCED PLASTICS (GRP),general_but_sufficient,general_natural,IS 14402: 1996;IS 14333: 1996;IS 13592: 1992;IS 3589: 2001,pending,
rq_is_12709_1994_05,"We need GRP pressure pipes for potable water conveyance, especially pressure pipe service for potable water",IS 12709: 1994,GLASS FIBRE REINFORCED PLASTICS (GRP),general_but_sufficient,conversational,IS 14402: 1996;IS 14333: 1996;IS 13592: 1992;IS 3589: 2001,pending,
rq_is_12709_1994_06,Select the standard for a drinking-water pipeline using GRP pressure pipes,IS 12709: 1994,GLASS FIBRE REINFORCED PLASTICS (GRP),specific,use_case,IS 14402: 1996;IS 14333: 1996;IS 13592: 1992;IS 3589: 2001,pending,
rq_is_12709_1994_07,Specification needed for glass fibre reinforced thermosetting resin GRP pressure pipes in potable water conveyance,IS 12709: 1994,GLASS FIBRE REINFORCED PLASTICS (GRP),specific,formal,IS 14402: 1996;IS 14333: 1996;IS 13592: 1992;IS 3589: 2001,pending,
rq_is_12709_1994_08,Purchase requirement for GRP pressure pipes covering potable water conveyance,IS 12709: 1994,GLASS FIBRE REINFORCED PLASTICS (GRP),general_but_sufficient,procurement,IS 14402: 1996;IS 14333: 1996;IS 13592: 1992;IS 3589: 2001,pending,
rq_is_12709_1994_09,"Find the standard that covers GRP pressure pipes, pressure pipe service for potable water",IS 12709: 1994,GLASS FIBRE REINFORCED PLASTICS (GRP),specific,technical_natural,IS 14402: 1996;IS 14333: 1996;IS 13592: 1992;IS 3589: 2001,pending,
rq_is_12709_1994_10,Need compliant GRP pressure pipes for potable water conveyance,IS 12709: 1994,GLASS FIBRE REINFORCED PLASTICS (GRP),general_but_sufficient,general_natural,IS 14402: 1996;IS 14333: 1996;IS 13592: 1992;IS 3589: 2001,pending,
rq_is_12709_1994_11,Which IS should I use for GRP pressure pipes when the job is potable water conveyance?,IS 12709: 1994,GLASS FIBRE REINFORCED PLASTICS (GRP),specific,conversational,IS 14402: 1996;IS 14333: 1996;IS 13592: 1992;IS 3589: 2001,pending,
rq_is_12709_1994_12,Standard selection for potable water conveyance: GRP pressure pipes with pressure pipe service for potable water,IS 12709: 1994,GLASS FIBRE REINFORCED PLASTICS (GRP),specific,use_case,IS 14402: 1996;IS 14333: 1996;IS 13592: 1992;IS 3589: 2001,pending,
rq_is_12818_1992_01,Require unplasticized PVC screen and casing pipes for borewell or tubewell water supply where the distinguishing feature is screen and casing pipe use for wells,IS 12818: 1992,UNPLASTICISED PVC SCREEN AND CASING,specific,formal,IS 13592: 1992;IS 14333: 1996;IS 14735: 1999;IS 4270: 2001,pending,
rq_is_12818_1992_02,Procure unplasticized PVC screen and casing pipes for borewell or tubewell water supply; material or form should be unplasticized polyvinyl chloride,IS 12818: 1992,UNPLASTICISED PVC SCREEN AND CASING,specific,procurement,IS 13592: 1992;IS 14333: 1996;IS 14735: 1999;IS 4270: 2001,pending,
rq_is_12818_1992_03,Need an Indian Standard for unplasticized PVC screen and casing pipes used in borewell or tubewell water supply with screen and casing pipe use for wells,IS 12818: 1992,UNPLASTICISED PVC SCREEN AND CASING,specific,technical_natural,IS 13592: 1992;IS 14333: 1996;IS 14735: 1999;IS 4270: 2001,pending,
rq_is_12818_1992_04,Looking for unplasticized PVC screen and casing pipes suited to borewell or tubewell water supply,IS 12818: 1992,UNPLASTICISED PVC SCREEN AND CASING,general_but_sufficient,general_natural,IS 13592: 1992;IS 14333: 1996;IS 14735: 1999;IS 4270: 2001,pending,
rq_is_12818_1992_05,"We need unplasticized PVC screen and casing pipes for borewell or tubewell water supply, especially screen and casing pipe use for wells",IS 12818: 1992,UNPLASTICISED PVC SCREEN AND CASING,general_but_sufficient,conversational,IS 13592: 1992;IS 14333: 1996;IS 14735: 1999;IS 4270: 2001,pending,
rq_is_12818_1992_06,Select the standard for a borewell installation needing PVC screen and casing pipes,IS 12818: 1992,UNPLASTICISED PVC SCREEN AND CASING,specific,use_case,IS 13592: 1992;IS 14333: 1996;IS 14735: 1999;IS 4270: 2001,pending,
rq_is_12818_1992_07,Specification needed for unplasticized polyvinyl chloride unplasticized PVC screen and casing pipes in borewell or tubewell water supply,IS 12818: 1992,UNPLASTICISED PVC SCREEN AND CASING,specific,formal,IS 13592: 1992;IS 14333: 1996;IS 14735: 1999;IS 4270: 2001,pending,
rq_is_12818_1992_08,Purchase requirement for unplasticized PVC screen and casing pipes covering borewell or tubewell water supply,IS 12818: 1992,UNPLASTICISED PVC SCREEN AND CASING,general_but_sufficient,procurement,IS 13592: 1992;IS 14333: 1996;IS 14735: 1999;IS 4270: 2001,pending,
rq_is_12818_1992_09,"Find the standard that covers unplasticized PVC screen and casing pipes, screen and casing pipe use for wells",IS 12818: 1992,UNPLASTICISED PVC SCREEN AND CASING,specific,technical_natural,IS 13592: 1992;IS 14333: 1996;IS 14735: 1999;IS 4270: 2001,pending,
rq_is_12818_1992_10,Need compliant unplasticized PVC screen and casing pipes for borewell or tubewell water supply,IS 12818: 1992,UNPLASTICISED PVC SCREEN AND CASING,general_but_sufficient,general_natural,IS 13592: 1992;IS 14333: 1996;IS 14735: 1999;IS 4270: 2001,pending,
rq_is_12818_1992_11,Which IS should I use for unplasticized PVC screen and casing pipes when the job is borewell or tubewell water supply?,IS 12818: 1992,UNPLASTICISED PVC SCREEN AND CASING,specific,conversational,IS 13592: 1992;IS 14333: 1996;IS 14735: 1999;IS 4270: 2001,pending,
rq_is_12818_1992_12,Standard selection for borewell or tubewell water supply: unplasticized PVC screen and casing pipes with screen and casing pipe use for wells,IS 12818: 1992,UNPLASTICISED PVC SCREEN AND CASING,specific,use_case,IS 13592: 1992;IS 14333: 1996;IS 14735: 1999;IS 4270: 2001,pending,
rq_is_13592_1992_01,"Require UPVC soil and waste discharge pipes for inside-building soil, waste, ventilating, and rainwater systems where the distinguishing feature is plain and socket-end pipes for discharge systems inside buildings",IS 13592: 1992,UNPLASTILIZED POLYVINYL CHLORIDE (UPVC),specific,formal,IS 12818: 1992;IS 14735: 1999;IS 14333: 1996;IS 3589: 2001,pending,
rq_is_13592_1992_02,"Procure UPVC soil and waste discharge pipes for inside-building soil, waste, ventilating, and rainwater systems; material or form should be unplasticized polyvinyl chloride",IS 13592: 1992,UNPLASTILIZED POLYVINYL CHLORIDE (UPVC),specific,procurement,IS 12818: 1992;IS 14735: 1999;IS 14333: 1996;IS 3589: 2001,pending,
rq_is_13592_1992_03,"Need an Indian Standard for UPVC soil and waste discharge pipes used in inside-building soil, waste, ventilating, and rainwater systems with plain and socket-end pipes for discharge systems inside buildings",IS 13592: 1992,UNPLASTILIZED POLYVINYL CHLORIDE (UPVC),specific,technical_natural,IS 12818: 1992;IS 14735: 1999;IS 14333: 1996;IS 3589: 2001,pending,
rq_is_13592_1992_04,"Looking for UPVC soil and waste discharge pipes suited to inside-building soil, waste, ventilating, and rainwater systems",IS 13592: 1992,UNPLASTILIZED POLYVINYL CHLORIDE (UPVC),general_but_sufficient,general_natural,IS 12818: 1992;IS 14735: 1999;IS 14333: 1996;IS 3589: 2001,pending,
rq_is_13592_1992_05,"We need UPVC soil and waste discharge pipes for inside-building soil, waste, ventilating, and rainwater systems, especially plain and socket-end pipes for discharge systems inside buildings",IS 13592: 1992,UNPLASTILIZED POLYVINYL CHLORIDE (UPVC),general_but_sufficient,conversational,IS 12818: 1992;IS 14735: 1999;IS 14333: 1996;IS 3589: 2001,pending,
rq_is_13592_1992_06,Select the standard for a building drainage stack using UPVC soil and waste pipes,IS 13592: 1992,UNPLASTILIZED POLYVINYL CHLORIDE (UPVC),specific,use_case,IS 12818: 1992;IS 14735: 1999;IS 14333: 1996;IS 3589: 2001,pending,
rq_is_13592_1992_07,"Specification needed for unplasticized polyvinyl chloride UPVC soil and waste discharge pipes in inside-building soil, waste, ventilating, and rainwater systems",IS 13592: 1992,UNPLASTILIZED POLYVINYL CHLORIDE (UPVC),specific,formal,IS 12818: 1992;IS 14735: 1999;IS 14333: 1996;IS 3589: 2001,pending,
rq_is_13592_1992_08,"Purchase requirement for UPVC soil and waste discharge pipes covering inside-building soil, waste, ventilating, and rainwater systems",IS 13592: 1992,UNPLASTILIZED POLYVINYL CHLORIDE (UPVC),general_but_sufficient,procurement,IS 12818: 1992;IS 14735: 1999;IS 14333: 1996;IS 3589: 2001,pending,
rq_is_13592_1992_09,"Find the standard that covers UPVC soil and waste discharge pipes, plain and socket-end pipes for discharge systems inside buildings",IS 13592: 1992,UNPLASTILIZED POLYVINYL CHLORIDE (UPVC),specific,technical_natural,IS 12818: 1992;IS 14735: 1999;IS 14333: 1996;IS 3589: 2001,pending,
rq_is_13592_1992_10,"Need compliant UPVC soil and waste discharge pipes for inside-building soil, waste, ventilating, and rainwater systems",IS 13592: 1992,UNPLASTILIZED POLYVINYL CHLORIDE (UPVC),general_but_sufficient,general_natural,IS 12818: 1992;IS 14735: 1999;IS 14333: 1996;IS 3589: 2001,pending,
rq_is_13592_1992_11,"Which IS should I use for UPVC soil and waste discharge pipes when the job is inside-building soil, waste, ventilating, and rainwater systems?",IS 13592: 1992,UNPLASTILIZED POLYVINYL CHLORIDE (UPVC),specific,conversational,IS 12818: 1992;IS 14735: 1999;IS 14333: 1996;IS 3589: 2001,pending,
rq_is_13592_1992_12,"Standard selection for inside-building soil, waste, ventilating, and rainwater systems: UPVC soil and waste discharge pipes with plain and socket-end pipes for discharge systems inside buildings",IS 13592: 1992,UNPLASTILIZED POLYVINYL CHLORIDE (UPVC),specific,use_case,IS 12818: 1992;IS 14735: 1999;IS 14333: 1996;IS 3589: 2001,pending,
rq_is_14333_1996_01,"Require HDPE sewerage pipes for sewerage pipelines where the distinguishing feature is sewerage service using PE63, PE80, or PE100 pipe material",IS 14333: 1996,HIGH DENSITY POLYETHYELENE PIPES,specific,formal,IS 12818: 1992;IS 14402: 1996;IS 13592: 1992;IS 12709: 1994,pending,
rq_is_14333_1996_02,Procure HDPE sewerage pipes for sewerage pipelines; material or form should be high density polyethylene,IS 14333: 1996,HIGH DENSITY POLYETHYELENE PIPES,specific,procurement,IS 12818: 1992;IS 14402: 1996;IS 13592: 1992;IS 12709: 1994,pending,
rq_is_14333_1996_03,"Need an Indian Standard for HDPE sewerage pipes used in sewerage pipelines with sewerage service using PE63, PE80, or PE100 pipe material",IS 14333: 1996,HIGH DENSITY POLYETHYELENE PIPES,specific,technical_natural,IS 12818: 1992;IS 14402: 1996;IS 13592: 1992;IS 12709: 1994,pending,
rq_is_14333_1996_04,Looking for HDPE sewerage pipes suited to sewerage pipelines,IS 14333: 1996,HIGH DENSITY POLYETHYELENE PIPES,general_but_sufficient,general_natural,IS 12818: 1992;IS 14402: 1996;IS 13592: 1992;IS 12709: 1994,pending,
rq_is_14333_1996_05,"We need HDPE sewerage pipes for sewerage pipelines, especially sewerage service using PE63, PE80, or PE100 pipe material",IS 14333: 1996,HIGH DENSITY POLYETHYELENE PIPES,general_but_sufficient,conversational,IS 12818: 1992;IS 14402: 1996;IS 13592: 1992;IS 12709: 1994,pending,
rq_is_14333_1996_06,Select the standard for a sewerage line constructed with HDPE pipes,IS 14333: 1996,HIGH DENSITY POLYETHYELENE PIPES,specific,use_case,IS 12818: 1992;IS 14402: 1996;IS 13592: 1992;IS 12709: 1994,pending,
rq_is_14333_1996_07,Specification needed for high density polyethylene HDPE sewerage pipes in sewerage pipelines,IS 14333: 1996,HIGH DENSITY POLYETHYELENE PIPES,specific,formal,IS 12818: 1992;IS 14402: 1996;IS 13592: 1992;IS 12709: 1994,pending,
rq_is_14333_1996_08,Purchase requirement for HDPE sewerage pipes covering sewerage pipelines,IS 14333: 1996,HIGH DENSITY POLYETHYELENE PIPES,general_but_sufficient,procurement,IS 12818: 1992;IS 14402: 1996;IS 13592: 1992;IS 12709: 1994,pending,
rq_is_14333_1996_09,"Find the standard that covers HDPE sewerage pipes, sewerage service using PE63, PE80, or PE100 pipe material",IS 14333: 1996,HIGH DENSITY POLYETHYELENE PIPES,specific,technical_natural,IS 12818: 1992;IS 14402: 1996;IS 13592: 1992;IS 12709: 1994,pending,
rq_is_14333_1996_10,Need compliant HDPE sewerage pipes for sewerage pipelines,IS 14333: 1996,HIGH DENSITY POLYETHYELENE PIPES,general_but_sufficient,general_natural,IS 12818: 1992;IS 14402: 1996;IS 13592: 1992;IS 12709: 1994,pending,
rq_is_14333_1996_11,Which IS should I use for HDPE sewerage pipes when the job is sewerage pipelines?,IS 14333: 1996,HIGH DENSITY POLYETHYELENE PIPES,specific,conversational,IS 12818: 1992;IS 14402: 1996;IS 13592: 1992;IS 12709: 1994,pending,
rq_is_14333_1996_12,"Standard selection for sewerage pipelines: HDPE sewerage pipes with sewerage service using PE63, PE80, or PE100 pipe material",IS 14333: 1996,HIGH DENSITY POLYETHYELENE PIPES,specific,use_case,IS 12818: 1992;IS 14402: 1996;IS 13592: 1992;IS 12709: 1994,pending,
rq_is_14402_1996_01,"Require GRP pipes for non-potable service for sewerage, industrial waste, storm water, or other non-potable water where the distinguishing feature is non-potable conveyance rather than drinking-water service",IS 14402: 1996,GLASS FIBRE REINFORCED PLASTICS (GRP),specific,formal,IS 12709: 1994;IS 14333: 1996;IS 13592: 1992;IS 3589: 2001,pending,
rq_is_14402_1996_02,"Procure GRP pipes for non-potable service for sewerage, industrial waste, storm water, or other non-potable water; material or form should be glass fibre reinforced thermosetting resin",IS 14402: 1996,GLASS FIBRE REINFORCED PLASTICS (GRP),specific,procurement,IS 12709: 1994;IS 14333: 1996;IS 13592: 1992;IS 3589: 2001,pending,
rq_is_14402_1996_03,"Need an Indian Standard for GRP pipes for non-potable service used in sewerage, industrial waste, storm water, or other non-potable water with non-potable conveyance rather than drinking-water service",IS 14402: 1996,GLASS FIBRE REINFORCED PLASTICS (GRP),specific,technical_natural,IS 12709: 1994;IS 14333: 1996;IS 13592: 1992;IS 3589: 2001,pending,
rq_is_14402_1996_04,"Looking for GRP pipes for non-potable service suited to sewerage, industrial waste, storm water, or other non-potable water",IS 14402: 1996,GLASS FIBRE REINFORCED PLASTICS (GRP),general_but_sufficient,general_natural,IS 12709: 1994;IS 14333: 1996;IS 13592: 1992;IS 3589: 2001,pending,
rq_is_14402_1996_05,"We need GRP pipes for non-potable service for sewerage, industrial waste, storm water, or other non-potable water, especially non-potable conveyance rather than drinking-water service",IS 14402: 1996,GLASS FIBRE REINFORCED PLASTICS (GRP),general_but_sufficient,conversational,IS 12709: 1994;IS 14333: 1996;IS 13592: 1992;IS 3589: 2001,pending,
rq_is_14402_1996_06,Select the standard for an industrial wastewater or storm-water line using GRP pipes,IS 14402: 1996,GLASS FIBRE REINFORCED PLASTICS (GRP),specific,use_case,IS 12709: 1994;IS 14333: 1996;IS 13592: 1992;IS 3589: 2001,pending,
rq_is_14402_1996_07,"Specification needed for glass fibre reinforced thermosetting resin GRP pipes for non-potable service in sewerage, industrial waste, storm water, or other non-potable water",IS 14402: 1996,GLASS FIBRE REINFORCED PLASTICS (GRP),specific,formal,IS 12709: 1994;IS 14333: 1996;IS 13592: 1992;IS 3589: 2001,pending,
rq_is_14402_1996_08,"Purchase requirement for GRP pipes for non-potable service covering sewerage, industrial waste, storm water, or other non-potable water",IS 14402: 1996,GLASS FIBRE REINFORCED PLASTICS (GRP),general_but_sufficient,procurement,IS 12709: 1994;IS 14333: 1996;IS 13592: 1992;IS 3589: 2001,pending,
rq_is_14402_1996_09,"Find the standard that covers GRP pipes for non-potable service, non-potable conveyance rather than drinking-water service",IS 14402: 1996,GLASS FIBRE REINFORCED PLASTICS (GRP),specific,technical_natural,IS 12709: 1994;IS 14333: 1996;IS 13592: 1992;IS 3589: 2001,pending,
rq_is_14402_1996_10,"Need compliant GRP pipes for non-potable service for sewerage, industrial waste, storm water, or other non-potable water",IS 14402: 1996,GLASS FIBRE REINFORCED PLASTICS (GRP),general_but_sufficient,general_natural,IS 12709: 1994;IS 14333: 1996;IS 13592: 1992;IS 3589: 2001,pending,
rq_is_14402_1996_11,"Which IS should I use for GRP pipes for non-potable service when the job is sewerage, industrial waste, storm water, or other non-potable water?",IS 14402: 1996,GLASS FIBRE REINFORCED PLASTICS (GRP),specific,conversational,IS 12709: 1994;IS 14333: 1996;IS 13592: 1992;IS 3589: 2001,pending,
rq_is_14402_1996_12,"Standard selection for sewerage, industrial waste, storm water, or other non-potable water: GRP pipes for non-potable service with non-potable conveyance rather than drinking-water service",IS 14402: 1996,GLASS FIBRE REINFORCED PLASTICS (GRP),specific,use_case,IS 12709: 1994;IS 14333: 1996;IS 13592: 1992;IS 3589: 2001,pending,
rq_is_14735_1999_01,Require UPVC injection-moulded pipe fittings for jointing UPVC drainage or soil-waste pipes where the distinguishing feature is fittings for pipe joints rather than the pipes themselves,IS 14735: 1999,UNPLASTICIZED POLYVINYL CHLORIDE (UPVC),specific,formal,IS 13592: 1992;IS 651: 1992;IS 12818: 1992;IS 12709: 1994,pending,
rq_is_14735_1999_02,Procure UPVC injection-moulded pipe fittings for jointing UPVC drainage or soil-waste pipes; material or form should be unplasticized polyvinyl chloride,IS 14735: 1999,UNPLASTICIZED POLYVINYL CHLORIDE (UPVC),specific,procurement,IS 13592: 1992;IS 651: 1992;IS 12818: 1992;IS 12709: 1994,pending,
rq_is_14735_1999_03,Need an Indian Standard for UPVC injection-moulded pipe fittings used in jointing UPVC drainage or soil-waste pipes with fittings for pipe joints rather than the pipes themselves,IS 14735: 1999,UNPLASTICIZED POLYVINYL CHLORIDE (UPVC),specific,technical_natural,IS 13592: 1992;IS 651: 1992;IS 12818: 1992;IS 12709: 1994,pending,
rq_is_14735_1999_04,Looking for UPVC injection-moulded pipe fittings suited to jointing UPVC drainage or soil-waste pipes,IS 14735: 1999,UNPLASTICIZED POLYVINYL CHLORIDE (UPVC),general_but_sufficient,general_natural,IS 13592: 1992;IS 651: 1992;IS 12818: 1992;IS 12709: 1994,pending,
rq_is_14735_1999_05,"We need UPVC injection-moulded pipe fittings for jointing UPVC drainage or soil-waste pipes, especially fittings for pipe joints rather than the pipes themselves",IS 14735: 1999,UNPLASTICIZED POLYVINYL CHLORIDE (UPVC),general_but_sufficient,conversational,IS 13592: 1992;IS 651: 1992;IS 12818: 1992;IS 12709: 1994,pending,
rq_is_14735_1999_06,Select the standard for joining UPVC drainage pipes with moulded UPVC fittings,IS 14735: 1999,UNPLASTICIZED POLYVINYL CHLORIDE (UPVC),specific,use_case,IS 13592: 1992;IS 651: 1992;IS 12818: 1992;IS 12709: 1994,pending,
rq_is_14735_1999_07,Specification needed for unplasticized polyvinyl chloride UPVC injection-moulded pipe fittings in jointing UPVC drainage or soil-waste pipes,IS 14735: 1999,UNPLASTICIZED POLYVINYL CHLORIDE (UPVC),specific,formal,IS 13592: 1992;IS 651: 1992;IS 12818: 1992;IS 12709: 1994,pending,
rq_is_14735_1999_08,Purchase requirement for UPVC injection-moulded pipe fittings covering jointing UPVC drainage or soil-waste pipes,IS 14735: 1999,UNPLASTICIZED POLYVINYL CHLORIDE (UPVC),general_but_sufficient,procurement,IS 13592: 1992;IS 651: 1992;IS 12818: 1992;IS 12709: 1994,pending,
rq_is_14735_1999_09,"Find the standard that covers UPVC injection-moulded pipe fittings, fittings for pipe joints rather than the pipes themselves",IS 14735: 1999,UNPLASTICIZED POLYVINYL CHLORIDE (UPVC),specific,technical_natural,IS 13592: 1992;IS 651: 1992;IS 12818: 1992;IS 12709: 1994,pending,
rq_is_14735_1999_10,Need compliant UPVC injection-moulded pipe fittings for jointing UPVC drainage or soil-waste pipes,IS 14735: 1999,UNPLASTICIZED POLYVINYL CHLORIDE (UPVC),general_but_sufficient,general_natural,IS 13592: 1992;IS 651: 1992;IS 12818: 1992;IS 12709: 1994,pending,
rq_is_14735_1999_11,Which IS should I use for UPVC injection-moulded pipe fittings when the job is jointing UPVC drainage or soil-waste pipes?,IS 14735: 1999,UNPLASTICIZED POLYVINYL CHLORIDE (UPVC),specific,conversational,IS 13592: 1992;IS 651: 1992;IS 12818: 1992;IS 12709: 1994,pending,
rq_is_14735_1999_12,Standard selection for jointing UPVC drainage or soil-waste pipes: UPVC injection-moulded pipe fittings with fittings for pipe joints rather than the pipes themselves,IS 14735: 1999,UNPLASTICIZED POLYVINYL CHLORIDE (UPVC),specific,use_case,IS 13592: 1992;IS 651: 1992;IS 12818: 1992;IS 12709: 1994,pending,
rq_is_1239_part_1_2004_01,"Require welded and seamless steel tubes for water, gas, air line, or steam service where the distinguishing feature is plain-end or screwed-and-socketed steel tube supply",IS 1239 (Part 1): 2004,"STEEL TUBES, TUBULARS ANDOTHER",specific,formal,IS 4270: 2001;IS 3589: 2001;IS 12709: 1994;IS 14333: 1996,pending,
rq_is_1239_part_1_2004_02,"Procure welded and seamless steel tubes for water, gas, air line, or steam service; material or form should be steel",IS 1239 (Part 1): 2004,"STEEL TUBES, TUBULARS ANDOTHER",specific,procurement,IS 4270: 2001;IS 3589: 2001;IS 12709: 1994;IS 14333: 1996,pending,
rq_is_1239_part_1_2004_03,"Need an Indian Standard for welded and seamless steel tubes used in water, gas, air line, or steam service with plain-end or screwed-and-socketed steel tube supply",IS 1239 (Part 1): 2004,"STEEL TUBES, TUBULARS ANDOTHER",specific,technical_natural,IS 4270: 2001;IS 3589: 2001;IS 12709: 1994;IS 14333: 1996,pending,
rq_is_1239_part_1_2004_04,"Looking for welded and seamless steel tubes suited to water, gas, air line, or steam service",IS 1239 (Part 1): 2004,"STEEL TUBES, TUBULARS ANDOTHER",general_but_sufficient,general_natural,IS 4270: 2001;IS 3589: 2001;IS 12709: 1994;IS 14333: 1996,pending,
rq_is_1239_part_1_2004_05,"We need welded and seamless steel tubes for water, gas, air line, or steam service, especially plain-end or screwed-and-socketed steel tube supply",IS 1239 (Part 1): 2004,"STEEL TUBES, TUBULARS ANDOTHER",general_but_sufficient,conversational,IS 4270: 2001;IS 3589: 2001;IS 12709: 1994;IS 14333: 1996,pending,
